created_at,favorite_count,text,in_reply_to_screen_name,location,quote_count,reply_count,retweet_count,username
Thu Aug 31 10:03:30 +0000 2023,0,Definisi kuliah cuma ospek sama skripsian doang pas skripsi udah tengah jalan malah mau dihapus ,,빌랑해🌈 || 22,0,0,0,absheon
Thu Aug 31 09:59:05 +0000 2023,0,ga semudah itu skripsi dihapus terbitlah artikel dan jurnal huahahahaha,,"Kota Bandung, Jawa Barat",0,0,0,saturnvs_
Thu Aug 31 09:47:01 +0000 2023,0,@woorarih_ btw skripsi ga dihapus sepenuhnya kok tetep tergantung kampusnya. dan kampus rata2 kayaknya males ribet jadi kemungkinan tetep akan lebih utamain skripsi. tapi aku setuju sama kamu sih kalo proyek kelompokan rawan ada yg numpang nama doang ckckck,woorarih_,_(:ι」∠)_,0,0,0,jeonggukbulet
Thu Aug 31 09:43:52 +0000 2023,0,Skripsi ga dihapus tapi di kampusku namanya tugas akhir jadi tetep ada,,20,0,0,0,marrrssiie
Thu Aug 31 09:42:48 +0000 2023,0,angkatan 19 emang nanggung UN dihapus pas udah lulus skripsi dihapus pas udah lagi nyusun,,"Madiun, Indonesia",0,1,0,backtoapr
Thu Aug 31 09:41:02 +0000 2023,0,Skripsi Dihapus: Meringankan Mahasiswa atau Mengurangi Pendapatan Joki Skripsi? https://t.co/IC6mEfXx1p,,Indonesia,0,0,0,WartaNusaId
Thu Aug 31 09:08:17 +0000 2023,0,dia angkatan 2019 pas maba libur 2 minggu adek kelasnya UN dihapuskan udah maju sidang tinggal wisuda trs skripsi dihapus,,,0,0,0,poblepuff
Thu Aug 31 08:51:52 +0000 2023,0,@nadiemmakarim saya awalnya ragu apakah bisa mengepalai kementrian yang terkenal dengan banyak PR didalam nya brilliant dengan tidak memperbaiki malah membuat terobosan yang keluar dari zona nyaman UN Kurikulum Merdeka Dan Skripsi dihapus jadi laporan proyek AYO SOSIALISASIKAN,nadiemmakarim,,0,0,0,VinnyGemilia
Thu Aug 31 08:46:29 +0000 2023,0,@collegemenfess drpda skripsi atau dosbingnya mending yang dihapus sempro semhas sama sidang yang lain ajalah,collegemenfess,,0,0,0,jeloleee
Thu Aug 31 08:42:37 +0000 2023,1793,-en sumringah banget yang habis denger berita skripsi bakal dihapus https://t.co/K5teOOnYuz,,Rules 👉🏻,139,89,194,enginafess
Thu Aug 31 08:34:54 +0000 2023,0,@unnesmenfess Aneh bgt skripsi dihapus tp sinta minimal dua mah sama aja boong,unnesmenfess,,0,0,0,etternalcats
Thu Aug 31 08:21:37 +0000 2023,0,Skripsi Dihapus? Rektor Unimed: Skripsi Lebih Memberi Manfaat untuk Mahasiswa https://t.co/7kJCcsECXz,,Jl. Wahidin Sudiro Husodo 59,0,0,0,radartuban
Thu Aug 31 08:20:25 +0000 2023,0,@collegemenfess Gapapa aku malah justru seneng pasti skripsi dihapus gantinya ga akan semudah itukan buat lulus? Malah dari alternatif lulus yang sekarang jalur skripsi paling mudah dibanding jalur non skripsi,collegemenfess,"Semarang, Jawa Tengah",0,0,0,symynmjeonww
Thu Aug 31 07:55:50 +0000 2023,0,lah iya kemendikbud bilang skripsi dihapus tapi aku kuliah di bawah naungan kemenag,,,0,0,0,aprann1da
Thu Aug 31 07:54:33 +0000 2023,0,@collegemenfess UN dihapus SKRIPSI TESIS dihapus tolok ukur pendidikan apa nih jadinya?,collegemenfess,Tokyo,0,0,0,boutekj
Thu Aug 31 07:46:49 +0000 2023,0,Jujur aja dulu pas bertempur sama skripsi + dapet pengunguman kalau UN di sekolah di hapus sempet kepikiran apa bisa ya skripsi tuh dihapus aja dan ternyata bisa walaupun aku dah lulus duluan ,,제노 only & 재민 only,0,0,0,seolluna
Thu Aug 31 07:42:52 +0000 2023,0,Kalau skripsi dihapus aku akan ambil S1 lain bidang lagi.,,(INA ／ ENG) ｜ OT9,0,0,0,fromfuma
Thu Aug 31 07:38:44 +0000 2023,0,@collegemenfess Project sama nerbitin jurnal ga sesederhana itu juga. Nerbitin jurnal pun pasti beda pengaturan AIUEO buat bikin jurnal nya sama jurnal yang biasa dibikin buat tugas matkul. Kenapa sih setiap berita begini pada baca judulnya aja waktu itu perihal UN dihapus sekarang skripsi,collegemenfess,北 信介,0,0,0,kitasvne
Thu Aug 31 07:35:05 +0000 2023,0,tp percuma skripsi dihapus ntar diganti tugas project yang lebih susah dan makan banyak biaya ,,18+ | 🔞 ic: @ciancy_an,0,0,0,caleasskisser
Thu Aug 31 07:26:01 +0000 2023,5,Gara2 media memuat berita setengah2/ wartawannya tak paham yg diberitakan. Padahal jelas2 tak dihapus tapi jadi opsi &amp; semua tergantung Prodi/PT bersangkutan. Artinya jk prodi/PT anggap skripsi tetap wajib ya monggo. Tak perlu pro kontra mestinya. Kalau membaca dg benar.,,Indonesia,0,2,4,ferrykoto
Thu Aug 31 07:23:59 +0000 2023,0,Kalo skripsi dihapus oke toh banyak yang nulis skripsinya ngasal yang penting kelar (kayak gw wkwkwk) tapi kalo tesis? Harusnya tetep publikasi di jurnal standar nasional minimal beban magister jauh lebih besar buat keilmuan yang dikaji,,,0,0,0,naecoyksaes
Thu Aug 31 07:23:08 +0000 2023,0,@querrencies UN dihapus skripsi dihapus udah saatnya kita lulus jalur warslot dan isi form Ucap beliau.,querrencies,┊ sansa louvrechy.,0,0,0,wonyite
Thu Aug 31 06:58:26 +0000 2023,0,@bedahplastik @collegemenfess Nyatanta justru dosenya keluar negeri terus Sekali ada susah ditemui . Tapi ya dia salah paham bukanya skripsi dihapus tapi option.,bedahplastik,Milan,0,1,0,adefai7
Thu Aug 31 06:35:21 +0000 2023,0,Skripsi dihapus Kelebihan : Meringankan beban mahasiswa Kekurangan : Mengurangi pendapatan joki skripsi https://t.co/hp2WLcSFWQ,,Indonesia,0,0,0,WartaNusaId
Thu Aug 31 06:22:47 +0000 2023,0,@collegemenfess Sebenernha dosbing salah satu peran penting dan yah setuju skripsi tuh emg ribet tapi menurut gue penting untuk seoranh indvidu yg mau lanjut ke next step Dari pada skripsk dihapus gue lebih setuju sama penegasan terhadao dosen yang ditunjuk sebagai pembimbing utk lebih--,collegemenfess,,0,2,0,rainynightight
Thu Aug 31 06:14:37 +0000 2023,1,@0PlNN @unnesmenfess Wkwkwk betullll dasar emang belum tau enaknya skripsi malah seneng skripsi dihapus atau udah ga diwajibkan lagi wkwk,0pinz,,0,0,0,if_amall
Thu Aug 31 06:14:06 +0000 2023,0,@collegemenfess Siapa bilang skripsi dihapus nder?,collegemenfess,Jakarta Capital Region,0,0,0,janggelanungu
Thu Aug 31 02:20:32 +0000 2023,0,@collegemenfess Mending kemampuan membacamu yang diperbaiki. Siapa yang bilang skripsi dihapus? ,collegemenfess,"Indonesia, Banten, Pandeglang",0,0,0,Arieldede
Thu Aug 31 02:19:13 +0000 2023,0,maunya langsung diuji gitu? terus habis ujian revisinya banyak protes juga habis ini bilang mending ujian skripsi juga dihapus.. ,,,0,1,0,Herlinda_dn
Thu Aug 31 02:12:31 +0000 2023,0,Gak lama lagi metode #skripsi utk S1 dihapus. Happy gak adek-adek aj?,,In Your Heart,0,0,0,mrdfi
Thu Aug 31 02:08:41 +0000 2023,0,@collegemenfess tp mnurutku ini 50 50 sih skripsi dihapus tp tar syarat lulus juga ga bakal semudah itu pasti ada project laporan dan macem2 jadi ya sama aja sama sama pusing,collegemenfess,,0,0,0,kenhiiroo
Thu Aug 31 01:54:11 +0000 2023,0,Tapi ya dipikir lagi kalo emang skripsi beneran dihapus nih angkatan gue bakal masa percobaan sistem baru,,"Édith Amandine, she/her (21+)",0,1,0,astvaroth
Thu Aug 31 01:51:39 +0000 2023,1,@Metro_TV Klo skripsi dihapus ganti masa kerja pra karyawan tetap lebih bagus krn tdk mengecewakan semua pihak.,Metro_TV,,0,0,0,rpatriantobsc
Thu Aug 31 01:46:55 +0000 2023,1,Aku sih ga setuju skripsi dihapus ya karena semua orang berhak dibikin gila kek yang aku alamin wkwk,,,0,0,2,kopasgatt
Thu Aug 31 01:44:39 +0000 2023,0,@KompasTV Kebijakan populis tapi salah besar.. Skripsi memaksa mhsw utk belajar berlatih dan praktek Conceptual Thinking yg sy rasakan sangat berguna di dunia kerja.. Seharusnya bukan dihapus tp diperbaiki prosesnya.. @nadiemmakarim,KompasTV,Jakarta,0,0,0,haryoardito
Thu Aug 31 01:43:38 +0000 2023,0,@sosmedkeras Kebijakan populis tapi salah besar.. Skripsi memaksa mhsw utk belajar berlatih dan praktek Conceptual Thinking yg sy rasakan sangat berguna di dunia kerja.. Seharusnya bukan dihapus tp diperbaiki prosesnya.. @nadiemmakarim,sosmedkeras,Jakarta,0,0,0,haryoardito
Thu Aug 31 01:40:03 +0000 2023,2,Skripsi Dihapus Dosen Arsitektur: Karya Lain Akan Lebih Berdampak di Masyarakat https://t.co/ZrtKPUOUST,,Indonesia,0,0,0,pikiran_rakyat
Thu Aug 31 01:35:58 +0000 2023,0,@collegemenfess bukan dihapus ga si tp diganti ke alternatif lain selain skripsi,collegemenfess,,0,0,0,ssh1ttluvh
Thu Aug 31 01:32:04 +0000 2023,0,mending skripsi yang dihapus anjir. kalo dosbing yang dihapus gimana caranya tau ini skripsi udah layak apa belom. ntar dibantai pas sidang mampus malahan ,,🩷💚,0,0,0,gogobugii
Thu Aug 31 01:25:42 +0000 2023,1,Klo dosbing dihapus elu mau ngerjain skripsi dibimbing siapa bejirr,,,0,0,0,jjsthype
Thu Aug 31 01:24:59 +0000 2023,0,Beneran kagak ni? Otw nyusun ni btw kalo ditengah2 aing nyusun trus dihapus ya sia2 dong nanti skripsi aing,,,0,0,0,naqball
Thu Aug 31 01:20:15 +0000 2023,0,@makimagoreng Ngga dihapus gasih itu cm clickbait. Sebenernya dibebasin ke kampusnya masing masing trs ditambah opsi ga harus skripsi bisa jd tugas akhir atau penelitian gt gt deh,makimagoreng,she/her,0,1,0,ktoorush
Thu Aug 31 01:16:21 +0000 2023,0,Ngga kayak pas SMA aku jd angkatan terakhir KTSP 2006 jadi angkatanku itu wajib lulus biar ga repot ngulang di kurikulum baru. Hoki gitu. Aku ngarepin SKRIPSI dihapus dari sejak awal wacana ini keluar. Dan beneran aku DO cuma kurang nylsein skripsi tok. Rada kambing https://t.co/fuH8kawPcf,goziafdoli1,pasar malam,0,0,0,goziafdoli1
Thu Aug 31 01:15:43 +0000 2023,0,Tlku isinya skripsi dihapus smua wkakwkka ,,,0,0,0,kudagorengtpung
Wed Aug 30 23:30:00 +0000 2023,0,Bukan Dihapus Nadiem Tegaskan Syarat Skripsi agar Lulus Dikembalikan ke Perguruan Tinggi #NadiemMakarim #Mendikbudristek #skripsi #Thesis https://t.co/1M62W2elTG,,Indonesia,0,0,0,tribunnews
Wed Aug 30 23:04:21 +0000 2023,6,@collegemenfess skripsi bukan dihapuskan tapi bukan jadi satu satunya cara lulus dari kampus. Alias selain pilih skripsi km juga bisa pilih opsi proyek dan tugas akhir lain. Skripsi ga dihapus brow,collegemenfess,Yogyakarta,0,0,0,bintangfathan_
Wed Aug 30 23:01:36 +0000 2023,1,@sosmedkeras setelah aku lulus SMA: UN dihapus setelah aku lulus kuliah : skripsi dihapus ,sosmedkeras,,0,0,0,X_Xsasjw
Wed Aug 30 22:54:03 +0000 2023,0,Top News: Skripsi Dihapus Pertamina Berhenti Jual Pertalite di 2024 https://t.co/mWwbmNvxQU,,Jakarta,0,0,1,KATADATAcoid
Wed Aug 30 22:49:00 +0000 2023,2,gak papa sih gak usah dihapus skripsi saya cuma pengin sistem skripsian kampus saya diubah aja soalnya bener2 memberatkan mahasiswa kalau dari sisi biaya penelitian ,,Indonesia,0,0,0,berlianmerah_
Wed Aug 30 22:44:17 +0000 2023,0,@tvOneNews Alasan skripsi dihapus,tvOneNews,,0,0,0,andrerichard030
Wed Aug 30 22:25:06 +0000 2023,1,@collegemenfess Serius nanya karena emang gak kuliah. Emang kalo skripsi dihapus dosbing tetep ada?,collegemenfess,,0,0,0,breathersleeprr
Wed Aug 30 22:19:18 +0000 2023,1,@kumparan Aku tau arahnya kemana Langkah awal skripsi dulu karena banyak joki Ntar lama² kuliah dihapus karena banyak yg beli ijazah Kalo kampus udah disusupi politik jadinya rusak. Yg mau bikin aturan kan menterinya ngapain rektor yg ngasih penjelasan?,kumparan,Kediri,0,0,0,KtkungTmnSndiri
Wed Aug 30 22:04:00 +0000 2023,1,@DrEvaChaniago UN dihapus skripsi tidak lagi wajib,DrEvaChaniago,,0,0,0,Widyawa64704930
Wed Aug 30 21:28:18 +0000 2023,1,Begini Penjelasan Mendikbudristek Nadiem Makarim Skripsi Dihapus Diganti Aturan Baru https://t.co/MiMJjfR50g,,,0,0,0,ElbaitNews
Wed Aug 30 20:32:08 +0000 2023,0,Gila. Kalo dosbing dihapus mana ada gw sidang skripsi cuma 30 menit dan bisa dapet nilai A HAHAHAHA jangan gitu dong ibu dosbing gw super duper helpful walaupun kadang suka galak dikit tapi skripsi gw beres on time!!!,,any pronouns,0,1,0,vesicafeIIea
Wed Aug 30 19:30:13 +0000 2023,0,Salah satu bad luck yang sering terjadi lulus sma UN dihapus sekarang lulus kuliah Skripsi di hapus ,,Indonesia,0,0,0,masgreget1999
Wed Aug 30 18:17:36 +0000 2023,0,Kata gua sih ya sidangnya aja sih yang dihapus yekan skripsi adamah biarin aja geh gapapa sih guamah yang penting sidangnya aja yekan yang ngilang. Biar apaaa? Biarinnn ,,,0,1,0,deimazzz
Wed Aug 30 17:36:18 +0000 2023,0,Skripsi jadi dihapus ga bng,,,0,1,0,maskerasahi
Wed Aug 30 17:27:55 +0000 2023,2,Lagi rame soal skripsi yang dihapus. Tapi aku lebih dukung kkn sihh yang dihapus.,,,0,1,0,anangestup
Wed Aug 30 17:11:34 +0000 2023,0,@collegemenfess Ujiannya aja sih mendingan yg dihapus kaya gpp bikin skripsi tp gausa ujian,collegemenfess,_world,0,0,0,hizeeyaa
Wed Aug 30 16:59:51 +0000 2023,2,pas daftar smp ada zonasi pas mau lulus ada UNBK pas masuk SMA diterapkan kurikulum 13 pas masuk kuliah UN dihapus lagi kuliah ada pandemi MAU LULUS KULIAH SKRIPSI DIHAPUS https://t.co/VhktFP19HJ,,her higness/her majesty,0,1,0,pokka_ocha
Wed Aug 30 16:57:13 +0000 2023,0,yg skripsi dihapus beneran dksi? ,,,0,0,0,bitterbittt
Wed Aug 30 16:43:35 +0000 2023,0,@collegemenfess Gw sebagai angkatan pertama yang ngerasain UN dihapus pas SMP dan Maba 23 yg mendengar skripsi dihapuskan merasa sangat2 bersyukur krna tuhan berpihak kpd adik2 2005,collegemenfess,,0,0,0,haechanunchdeep
Wed Aug 30 16:30:34 +0000 2023,0,@jaeyunnew @sbmptnfess katanya skripsi mau dihapus,jaeyunnew,,0,1,0,mzrshmellxw
Wed Aug 30 15:51:26 +0000 2023,0,@collegemenfess drpd skripsi dihapus mending sanksi dospem2 yg mempersulit bimbingan atau menunda2 bimbingan,collegemenfess,,0,0,0,c0okiesrenyah
Wed Aug 30 15:46:33 +0000 2023,0,@KompasTV Kurikulum Merdeka zonasi jalur Mandiri (duit) skrg skripsi dihapus...Alamat makin mudah lulus makin banyak sarjana nganggur krn bakal surplus berlebih... Industri yg ada saja tdk menyerap. Mari bergabung dgn Industri gojek Grab maxim indrive dkk,KompasTV,,0,0,0,vernandozz
Wed Aug 30 15:44:57 +0000 2023,6,@cureleann @collegemenfess Ini yang perlu disosialisasikan lagi sih berita yang seliweran terus skripsi dihapus dan apa lah. Padahal kan kembali lagi ke universitas masing masing kan,pluetco,,0,0,1,_ownersegala
Wed Aug 30 15:41:21 +0000 2023,0,klo skripsi dihapus diganti apa ya,,,0,0,0,terjengqang
Wed Aug 30 15:40:42 +0000 2023,0,Tapi kelihatan sama aja ya karena skripsi masih tercantum. Aku kira bakal yang bener-bener dihapus gitu,,she ; mdni,0,1,0,shrulean
Wed Aug 30 15:21:09 +0000 2023,0,Skripsi dihapus kurang setuju karena semua pelajaran saat kuliah cuman materi skripsi saja yg paling mengerti wkwk,,suka ikhlas,0,0,0,zidniilmank
Wed Aug 30 15:16:03 +0000 2023,0,Skripsi akan Dihapus Begini Komentar Mahasiswa Universitas Lambung Mangkurat Banjarmasin https://t.co/gPSCdTRpj4,,Banjarmasin,0,0,0,bjmUpdate
Wed Aug 30 15:09:15 +0000 2023,0,Skripsi akan Dihapus Begini Komentar Mahasiswa Universitas Lambung Mangkurat Banjarmasin https://t.co/HvjG6wCdDj lewat @banjarmasinpost,,"Banjarmasin, Kalsel",0,0,0,banjarmasinpost
Wed Aug 30 15:02:00 +0000 2023,0,@phantasmagorie_ udh puas si skripsi entot kita baru mau dihapus sama blio ya min,Lituayuniverse,CW // harsh words,0,1,0,mentarisehari
Wed Aug 30 15:00:01 +0000 2023,0,@asumsico Enak banget ye Mahasiswa skrg! Gw aja ngerjain Skripsi dulu smpe tipes Ujian Nasional sekolah dihapus masih okelah tapi skripsi perguruan tinggi dihapus rasanya kurang sreg..,asumsico,"Wellington City, New Zealand",0,0,0,neomorph_id
Wed Aug 30 14:54:01 +0000 2023,0,hidup lagi capek capeknya karna lagi nyusun skripsi eh dapet info skripsi mau dihapus,,rumah,0,0,0,aikaayra
Wed Aug 30 14:51:05 +0000 2023,0,@collegemenfess skripsi bukan dihapus deh mksdnya tp jd opsi lulus aja ga si,collegemenfess,fan & personal account,0,0,0,inikomedo
Wed Aug 30 14:43:40 +0000 2023,22,Jujur aku masih kayak bingung skripsi dihapus terus penggantinya penelitian gitu? Atau gimana sih???,,,0,2,1,quintessentlal
Wed Aug 30 14:35:26 +0000 2023,0,Skripsi dihapus Nadiem Makarim apakah untuk semua universitas di tanah air? Bagaimana cara lulusnya? #skripsidihapus #NadiemMakarim #kemendikbud #skripsi https://t.co/hxErdJFFNy,,Banyumas Raya ,0,0,0,Portal_PWT
Wed Aug 30 14:31:40 +0000 2023,0,Semua perdebatan skripsi dihapus Maraki emosi. Dikira dihapus beneran padahal dikasi opsi lain yg malah next level. Lebih industrial based ama naikin visibility kampus. Itu fokus Mas Menteri. Malah missed the point. Kene debat yoh sing ngmg gembira dihapus!!!!,,"50661 & 57126, Indonesia",0,1,1,summerissuminar
Wed Aug 30 14:20:01 +0000 2023,0,skripsi dihapus atau skripsi bukan satu satunya jalur buat lulus aku sih pro yah ,,speak in IND & ENG,0,1,0,FNE0O
Wed Aug 30 14:08:10 +0000 2023,0,@collegemenfess mending yg dihapus pas ujiannya sihh garap skripsi trus revisi revisi dah kelar ditumpuk gak sah ujian,collegemenfess,"Central Java, Indonesia",0,0,0,yessyjiminnie
Wed Aug 30 13:41:23 +0000 2023,0,@collegemenfess gue angkatan 2020. -dlu skolah gue udah ngelaksanain UNBK tp bru diinfoin kl UNBK dihapus utk SMA aja sdgkn gue SMK -skrg gue lg nyusun TA diinfoin kalo skripsi diapus tp utk S1/D4 aja trs nasib D3 gmn,collegemenfess,,0,1,0,meawnayaa
Wed Aug 30 13:36:50 +0000 2023,32,@collegemenfess Padahal mah sesuai kebijakan kampus pun ga dihapus juga. Pilihan selain nulis skripsi apa? Artikel ilmiah? Publikasi jurnal? Prototype? Ya sama aja akhirnya malah keluar duit lebih banyak wkwkwkw,collegemenfess,Australia,0,5,1,ameameer__
Wed Aug 30 13:21:05 +0000 2023,0,daripada skripsi yg dihapus mending gw aja yg dihapus sih bang,,she her 20+,0,0,0,komandansan
Wed Aug 30 13:20:29 +0000 2023,0,@seunghuln tau ga siii gua lagi semangat semangatnya ngerjain trs bapa gua bilang loh bukannya katanya skripsi udh dihapus? shshshsh,seunghuln,,0,1,0,4961km
Wed Aug 30 13:20:00 +0000 2023,0,@sekareeeee Nadiem kata skripsi bakal dihapus tapi kembali ke universitas dan fakultas masing² ,sekareeeee,"Kota Banda Aceh, Nangro Aceh D",0,0,0,Habib94801967
Wed Aug 30 13:11:24 +0000 2023,0,Emang siapa bilang skripsi dihapus sih,,21+,0,0,0,baekktoyou
Wed Aug 30 13:10:09 +0000 2023,1,@collegemenfess WKSKKSKSKWKW NANGIS NANGIS BUAT SKRIPSI EH DIHAPUS,collegemenfess,tak terhingga,0,0,0,pinkyswearcute
Wed Aug 30 13:09:39 +0000 2023,0,@collegemenfess hadeh wacana skripsi mau dihapus tu udah dari kapan taun nder selalu begini alurnya,collegemenfess,Indonesia,0,0,0,aI0nica
Wed Aug 30 13:09:31 +0000 2023,1,asu og malah dihapus untungo ak skripsi jalur cepat jadi tidak pusing² sih awowkwk btw ora tuku loh ya wkwk,,Indonesia,0,1,0,ultramenn__
Wed Aug 30 13:01:02 +0000 2023,0,@collegemenfess 2) skripsi tidak dihapus harap baca berita yang lengkap ya jangan judul saja..,ariessarach,"Bandung, Jawa Barat",0,0,0,ariessarach
Wed Aug 30 12:57:56 +0000 2023,0,bukan dihapus tapi kampus bisa fleksibel menentukan syarat lulus yang tidak harus skripsi; mahasiswa memilih opsi yang ada. dan ini sebenarnya bukan hal yang baru-baru amat sih. prodi-ku kasih dua opsi untuk tugas akhir: skripsi dan karya bidang sejak lama. https://t.co/AKDEIGq5ti,,,0,0,0,mpi_luthfi
Wed Aug 30 12:54:54 +0000 2023,0,Gue baru selesai skripsi blm lama ini dan tiba tiba dihapus. Kok km pilih kasih sih,,,0,0,0,capekdehwoi
Wed Aug 30 12:54:14 +0000 2023,0,Arep skripsi dihapus po ora yo tetep golek gawean angel,,Laughtale,0,4,0,Al_Hidayahhh
Wed Aug 30 12:31:11 +0000 2023,0,sekalipun skripsi dihapus dan diganti sm yg katanya project tp kalo tetap ada kayak semacam sidang ya samaaja wkwkw. malah lebih berat kalo project trs sidang,,"b.i, kim junkyu",0,1,0,_1OO8O1
Wed Aug 30 12:19:05 +0000 2023,0,Skripsi Dihapus Plh Wali Kota Bandung: Dunia Pendidikan Itu Dinamis https://t.co/Cpmtueg6b2,,"Jawa Barat, Indonesia",0,0,1,IDNTimesJabar
Wed Aug 30 11:42:27 +0000 2023,0,Gue sekarang stuck di skripsi anjirr cepet boleh ngga ini dihapus sekarang aja,,,0,1,0,wolfulwell
Wed Aug 30 11:32:29 +0000 2023,0,@abu_waras Un dihapus skripsi dihapus. Sedangkan di negara maju UN masih berlaku dan skripsi pun masih diberlakukan. Mau dibawa kemana anak didik kita? Sekarang emang blm terlihat dampaknya tapi 10 th kemudian pasti bobrok,abu_waras,Jakarta Capital Region,0,2,0,mrsasaky
Wed Aug 30 11:30:27 +0000 2023,76,@collegemenfess Dihapus tp ada pengganti lain mnrtku sama aja si nder soalnya ttp aja di akhir itu bikin penelitian tp bedanya gadibikin skripsi,collegemenfess,"West Java, Indonesia",0,3,1,vitrolove
Wed Aug 30 11:21:10 +0000 2023,0,yg angkatan 20 21 22 dst.. ini mah jebakan wkwk tp yauda lg pada seneng juga skripsi dihapus,,she/her!,0,1,0,skylaerk
Wed Aug 30 11:15:48 +0000 2023,0,Mending sidangnya aja yang dihapus jadi skripsi nya tinggal kumpul.,,,0,0,0,ongdeep
Wed Aug 30 11:12:24 +0000 2023,2,@collegemenfess mau join kasi opinii yaa menurutku skripsi dihapus itu sgt menguntungkan bagi temen2 yg lebih condong ke praktisi. bikin redaksional tuh susah loo ada bbrp orang yg lbh suka bikin alat / software / prototype nya langsung. kalo alat / software / prototype nya nyala yauda beres,collegemenfess,,0,2,0,ginormiccha
Wed Aug 30 11:07:12 +0000 2023,19,@collegemenfess Logikanya gimana sih ini? Kalau emang dosen pembimbing banyak yang memepersulit berarti sistemnya harus dibuat lebih egaliter. Bukannya malah dihapus. Skripsi yang dibimbing aja penulisannya masih kacau apalagi tanpa dibimbing dosen.,collegemenfess,,0,0,0,prohaeresis
Wed Aug 30 11:05:46 +0000 2023,2,Skripsi sebagai Syarat Wajib Kelulusan akan Dihapus Universitas Lambung Mangkurat Banjarmasin https://t.co/JmLkTb8CYs lewat @banjarmasinpost,,"Banjarmasin, Kalsel",1,1,0,banjarmasinpost
Wed Aug 30 11:05:34 +0000 2023,3,kenapa ya habis aku lulus sekolah tetiba UN dihapus. sekarang sudah lulus kuliah Skripsi dihapus juga. tapi gpp sih sisi baiknya aku bisa memperjuangkan hal-hal baik dan punya banyak ilmu tentunya. ‍️,,Indonesia,0,0,0,aydiyana_ayyyyy
Wed Aug 30 10:57:31 +0000 2023,49,Kalau Skripsi Dihapus Apa Yang Menjadi Tolak Ukur Untuk Menguji Isi Otak Mahasiswa Setelah Selesai Kuliah? Jawab Nadiem! Jawaaaaab!!!!,,"Bima Sakti, Bumi, Indonesia",2,17,10,abu_waras
Wed Aug 30 10:55:01 +0000 2023,1,@Rahadi0816 @KompasTV Skripsi tdk dihapus. Tetap ada. Tidak semua sarjana (S1) melanjutkan studi ke pasca. Sedangkan kompentensi keahlian di dunia kerja banyak membutuhkan skill dan pengalaman empirik. Mahasiswa tinggal pilih.,Rahadi0816,,0,0,0,SatuvisiP
Wed Aug 30 10:52:31 +0000 2023,0,Alasan Skripsi Dihapus Aturan dan Syarat Baru Mahasiswa jadi Sarjana https://t.co/4xZBiMRVGc lewat @tribunnews,,Jl Sungai Raya Dalam Kubu Raya,0,0,0,tribunpontianak
Wed Aug 30 10:50:01 +0000 2023,0,Heboh Skripsi Dihapus dari Syarat Kelulusan Pemkot Bandung Ikut Buka Suara Begini Katanya https://t.co/XjhOylSUMw,,"Bandung, Jawa Barat",0,0,0,mapaybandungcom
Wed Aug 30 10:31:51 +0000 2023,2,Terus Tugas Akhir yg dibagi jadi 5 RMK juga ada korelasinya dengan dunia kerja lau naval arsitek bakal nge ansys otoket ampek mampus. Terus yg dihapus afaik cuma skripsi not really the Tugas Akhir. Soalnya in order for lulus bs diganti dengan proyekan prototip dll,pemanishidup,Burning Library of Alexandria,0,1,0,pemanishidup
Wed Aug 30 10:16:16 +0000 2023,0,@anak_legal Setuju banget. Skripsi seharusnya udh dihapus diganti sama program² yg relevan di jaman sekarang dan kedepannya contoh magang dan project penelitian.. Toh jg nanti ujug² ny anak FH lulus jg langsung masuk dunia kerja bukan mengabdi mengayomi masyarakat xixixi,anak_legal,,0,0,0,raafiioo
Wed Aug 30 10:16:00 +0000 2023,0,@collegemenfess Gak guna juga sih kalau skripsi dihapus tapi diganti sama tugas akhir yang sama sama susah dan ngebuat pusing,collegemenfess,magic island,0,0,0,sanctuary304
Wed Aug 30 10:06:08 +0000 2023,2,Memangnya Kenapa kalau Skripsi Dihapus? Nggak Ada Efeknya Juga kan? #TerminalMojok https://t.co/JVXv3SzojF,,redaksi@mojok.co,0,1,0,mojokdotco
Wed Aug 30 10:00:31 +0000 2023,0,@KompasTV Enak banget gw dulu 2x ujian kompre &amp; skripsi. Saiki dihapus????? ,KompasTV,"DKI Jakarta, Indonesia",0,0,0,Optimisme1176
Wed Aug 30 09:54:10 +0000 2023,0,Aduhh bu saya jg maunya skripsi dihapus aja tapi gajadi bu nanggung saya maunya dipermudah aja sampe lulus sidang nanti ,peachberriex,Location unknown,0,0,0,peachberriex
Wed Aug 30 09:42:27 +0000 2023,0,@collegemenfess daripada skripsi &amp; dosbing yg dihapus mending nama lu yg dihapus dari sistem sistem akademik kampus. Kadang kalau dipikir2 tuh 1 orang mahasiswa yg nggak lulus2 mempersulit mahasiswa lainnya dan fakultas buat naik akreditasi.,collegemenfess,,0,0,0,tom_hutomo
Wed Aug 30 09:41:39 +0000 2023,0,@collegemenfess Tp kalo misal birokrasi skripsi bisa dihapus dan diganti dengan hanya LoA artikel terbit jurnal keknya menarik. Entahlah aku ngerasa skirpsi isinya lebih universal dan bertele-tele kayak semuanya dibahas dibandingkan kalau cm bikin artikel aja :),sennocides,"Kota Malang, Jawa Timur",0,0,0,sennocides
Wed Aug 30 09:39:50 +0000 2023,0,ga wajib bukan berarti dihapus kan? jadi gua rasa skripsi bakal tetep ada apalagi swasta biar duitnya lancar,,,0,0,0,recrvt
